PLAYER_ID,GP,GS,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,AST,STL,BLK,TOV,PF,PTS
1627743,41,0,216.0,25,55,5,21,9,14,14,17,26,12,2,21,18,64
1627745,152,17,2065.0,293,454,30,64,144,200,166,342,103,43,94,111,259,760
1627747,202,132,6132.0,1165,2650,313,899,448,600,149,613,855,187,76,358,452,3091
1627749,356,315,10628.0,2190,4780,342,1025,656,833,370,1897,1940,559,97,716,673,5378
1627750,328,326,10753.0,2251,4962,730,1922,894,1030,277,1024,1552,343,101,710,626,6126
1627751,281,260,7627.0,1453,2329,1,3,395,716,953,1534,717,224,413,442,774,3302
1627752,205,32,4181.0,616,1423,284,733,257,311,79,511,304,131,84,216,389,1773
1627759,322,273,10471.0,2588,5390,716,1976,1004,1357,329,1558,876,351,128,757,856,6896
1627763,277,210,8378.0,1745,3747,514,1331,763,866,244,1065,1375,205,70,512,490,4767
1627777,351,19,5841.0,872,1973,567,1393,153,175,98,680,317,113,46,217,583,2464
1627780,125,18,2023.0,304,495,71,176,50,76,122,274,125,146,33,73,225,729
1627783,335,334,11894.0,2682,5530,451,1330,1377,1759,542,1987,1480,348,220,782,1038,7192
1627788,279,49,5067.0,740,1813,386,1081,267,348,79,526,362,162,39,202,300,2133
1627814,275,47,5640.0,766,1747,362,935,329,371,128,783,381,170,27,224,446,2223
1627826,329,267,7472.0,1241,1981,1,8,647,868,893,1731,394,109,330,406,850,3130
1627827,272,272,8583.0,938,2160,519,1413,177,242,448,885,452,250,136,252,609,2572
1627832,304,268,10584.0,1782,4452,881,2394,882,1009,145,1014,1921,478,147,608,716,5327
1627853,94,8,870.0,73,203,45,122,13,20,5,100,106,20,0,27,86,204
1627863,140,19,2261.0,253,593,125,344,133,176,45,271,132,56,43,92,171,764
1627884,288,59,4902.0,587,1154,137,418,295,399,317,532,175,145,194,142,509,1606
1627936,255,66,5644.0,562,1311,216,584,286,380,143,561,719,327,103,305,525,1626
1628365,177,146,4776.0,897,1885,75,269,291,389,145,471,911,222,49,369,365,2160
1628366,252,239,8187.0,1117,2790,595,1633,166,287,262,1185,1563,391,162,637,547,2995
1628368,322,320,10734.0,2623,5450,436,1353,1448,1964,176,1064,2132,445,145,908,863,7130
1628369,359,359,12473.0,3058,6703,962,2602,1675,1972,347,2320,1320,405,245,878,760,8753
1628370,323,38,7162.0,1360,3095,568,1586,508,598,126,728,834,191,88,486,490,3796
1628371,147,106,3635.0,495,1141,140,421,194,246,188,597,152,159,210,155,279,1324
1628372,137,37,2869.0,381,931,68,254,158,222,71,294,547,166,65,185,248,988
1628373,238,56,3706.0,392,1049,155,478,128,165,60,320,439,145,48,198,417,1067
1628374,280,254,8641.0,1727,3755,684,1836,859,998,358,1608,398,192,139,399,560,4997
1628378,334,334,11431.0,3037,6741,1016,2742,1450,1715,280,1146,1552,426,99,929,829,8540
1628379,251,58,5781.0,860,1817,556,1185,169,186,65,641,432,129,25,200,356,2445
1628380,245,42,4634.0,696,1460,151,441,287,383,341,828,380,97,174,323,609,1830
1628381,290,287,8832.0,1945,3558,331,929,770,967,623,1739,442,162,297,418,914,4991
1628384,294,232,8965.0,1448,3071,517,1375,417,551,361,1033,505,407,174,421,752,3830
1628385,142,17,1835.0,356,696,8,31,112,167,140,403,174,61,53,137,323,832
1628386,250,214,7758.0,1368,2135,14,58,735,1034,805,1725,417,162,339,387,442,3485
1628389,349,295,10896.0,2184,3919,8,55,1293,1704,804,2353,1328,396,329,829,909,5669
1628392,242,12,3962.0,592,1035,26,79,231,345,456,774,372,141,219,238,588,1441
1628398,329,239,10237.0,2057,4590,639,1930,698,958,345,1751,857,182,179,696,690,5451
1628401,268,206,7781.0,1210,2811,463,1372,671,776,141,781,1180,208,228,378,612,3554
1628404,206,157,6699.0,837,1609,195,541,424,563,346,1228,804,237,55,348,540,2293
1628415,263,244,7538.0,1535,3738,479,1411,555,688,204,612,600,252,81,416,910,4104
1628418,155,71,2873.0,596,977,73,181,237,316,216,631,100,42,89,106,278,1502
1628420,339,166,8738.0,1413,2943,412,1051,335,404,123,740,1361,261,61,277,390,3573
1628427,130,11,1391.0,170,355,60,166,61,72,48,171,114,36,20,63,127,461
1628436,99,0,1010.0,139,224,3,23,40,51,112,143,71,17,52,25,99,321
1628449,306,23,5648.0,992,2041,270,808,534,685,576,1076,145,159,335,164,628,2788
1628464,108,56,2172.0,344,670,70,236,108,168,132,368,100,44,74,98,236,866
1628467,291,105,7113.0,746,1698,405,1116,244,307,349,1113,346,127,284,216,646,2141
1628470,253,92,5341.0,646,1428,262,743,111,151,330,759,315,151,141,212,505,1665
1628960,264,171,6171.0,857,1969,501,1269,341,396,123,604,448,170,48,229,384,2556
1628963,181,117,4394.0,899,1764,102,368,292,444,410,853,151,84,87,183,367,2192
1628964,215,88,4086.0,672,1400,241,647,184,263,340,947,212,78,262,173,479,1769
1628966,200,56,3399.0,502,1029,112,317,233,307,161,494,186,103,63,125,178,1349
1628969,320,320,11128.0,2007,4061,587,1511,873,994,308,1076,883,354,221,379,584,5474
1628970,291,188,8461.0,1465,3100,434,1255,529,654,326,1315,656,213,216,401,579,3893
1628971,349,212,8587.0,1172,2431,203,596,432,577,383,1098,841,325,196,379,851,2979
1628972,210,52,3962.0,432,1011,198,554,84,107,141,580,219,115,33,117,280,1146
1628973,345,195,9213.0,1866,3783,415,1075,772,951,157,927,1455,221,27,500,613,4919
1628975,273,46,4339.0,529,1294,330,828,65,81,79,435,460,143,66,162,348,1453
1628976,227,203,6292.0,1141,2211,180,541,549,760,523,1508,511,136,160,379,620,3011
1628978,222,104,5720.0,724,1815,429,1160,249,308,241,804,691,265,41,347,383,2126
1628981,108,8,962.0,154,279,1,10,85,124,126,203,69,13,79,64,172,394
1628983,311,302,10140.0,2287,4729,356,1025,1626,1925,219,1198,1411,385,226,727,696,6556
1628984,277,123,6497.0,870,2346,609,1716,447,560,97,472,1003,209,50,295,330,2796
1628988,255,44,4063.0,564,1332,181,476,213,251,88,319,518,167,43,236,357,1522
1628989,349,291,10326.0,1608,3624,768,1994,281,367,207,1002,1092,333,120,463,825,4265
1628991,267,258,7309.0,1550,3325,441,1253,850,1076,372,1104,300,242,558,449,993,4391
1628995,156,10,2127.0,335,749,145,426,108,142,82,316,76,52,26,107,209,923
1628997,202,65,4585.0,595,1298,199,553,220,291,199,554,271,178,80,178,343,1609
1628998,178,24,3752.0,390,854,98,308,146,222,180,448,371,168,54,147,259,1024
1629001,312,113,7003.0,991,2396,452,1221,314,407,231,924,857,435,154,439,626,2748
1629002,209,26,2706.0,466,947,79,265,179,237,133,581,151,96,79,147,254,1190
1629003,254,45,5280.0,882,1937,242,663,362,437,126,478,694,120,63,294,473,2368
1629004,156,26,2286.0,329,803,182,503,108,145,61,211,208,83,18,119,133,948
1629006,316,149,6368.0,672,1678,210,721,527,704,329,634,383,292,133,279,595,2081
1629008,187,133,4878.0,1073,2120,430,1031,267,335,230,874,198,114,110,206,361,2843
1629011,289,175,7062.0,1019,1431,0,0,338,639,1038,1237,181,253,567,199,852,2376
1629012,266,223,8324.0,1862,4016,373,982,944,1143,226,542,858,208,29,626,622,5041
1629013,277,69,6207.0,801,1979,537,1407,288,340,58,425,458,129,42,193,494,2427
1629014,273,97,6546.0,1230,2842,596,1541,394,460,86,531,673,117,38,358,492,3450
1629018,252,189,8170.0,1495,3591,705,1853,512,621,110,558,407,338,53,214,430,4207
1629020,294,227,6779.0,849,1499,61,199,335,511,673,1483,538,329,134,320,684,2094
1629021,165,45,2791.0,499,1021,148,455,328,398,138,499,221,83,44,167,367,1474
1629022,264,88,5537.0,971,2303,348,998,316,395,69,532,394,142,68,230,355,2606
1629023,260,219,7861.0,1254,2785,457,1249,381,536,306,1123,606,243,263,413,674,3346
1629026,253,70,5615.0,702,1500,220,625,105,202,362,797,505,216,81,212,519,1729
1629027,353,353,11941.0,2866,6551,884,2517,2374,2711,240,1062,3285,342,51,1461,587,8990
1629028,303,296,9282.0,2213,3709,21,80,599,793,919,2233,495,205,299,520,854,5046
1629029,330,330,11319.0,3094,6644,917,2713,1995,2701,328,2497,2631,368,144,1316,753,9100
1629048,171,21,2204.0,352,696,55,211,155,239,261,340,170,62,154,107,329,914
1629052,172,43,3301.0,417,1012,167,485,276,384,208,509,141,100,63,105,245,1277
1629057,209,97,4284.0,684,935,0,4,166,253,542,905,299,152,348,180,397,1534
1629060,225,88,5673.0,1065,2197,202,580,346,465,180,858,246,105,68,207,317,2678
1629111,123,5,1568.0,279,541,50,173,113,146,182,236,113,26,44,90,179,721
1629130,281,210,7322.0,1034,2413,825,2070,213,246,51,722,409,139,53,243,663,3106
1629139,179,9,2375.0,279,635,128,328,92,134,95,348,122,71,54,68,195,778
1629162,186,7,3109.0,336,765,113,331,94,127,65,248,646,174,24,153,157,879
1629216,195,68,4086.0,538,1350,288,849,132,155,59,273,450,150,19,225,397,1496
1629234,274,93,4829.0,772,1281,19,66,358,491,466,957,315,120,231,274,501,1921
1629312,78,12,1172.0,113,272,47,142,15,35,67,152,51,39,20,49,96,288
1629599,181,41,2746.0,335,768,136,369,183,229,57,253,213,60,22,89,187,989
1629610,78,10,1136.0,121,282,45,153,19,22,41,121,52,34,21,30,116,306
1629611,270,85,5814.0,821,1643,198,517,316,403,247,751,550,137,61,222,499,2156
1629614,75,63,2074.0,284,644,92,263,49,62,35,164,341,70,13,126,179,709
1629622,189,49,4372.0,660,1544,428,1154,137,167,79,423,287,81,30,135,326,1885
1629626,123,35,1833.0,315,591,44,150,102,138,78,390,87,36,103,139,121,776
1629627,114,114,3650.0,1129,1866,23,67,660,955,289,504,409,105,64,325,242,2941
1629628,271,270,9108.0,1756,4157,446,1300,942,1328,244,1225,769,182,68,578,631,4900
1629629,129,47,2993.0,443,1032,156,472,229,262,61,220,162,125,43,151,204,1271
1629630,248,246,7964.0,2023,4285,313,976,1198,1592,248,945,1830,247,69,825,383,5557
1629631,206,200,6399.0,1033,2328,313,880,481,602,133,723,318,134,68,283,595,2860
1629632,269,74,7235.0,1229,2932,560,1527,369,432,89,819,883,170,38,409,555,3387
1629634,237,29,5051.0,1069,1770,49,169,347,492,416,909,334,165,204,177,437,2534
1629636,250,246,8491.0,1706,3803,553,1428,667,766,117,532,1679,282,26,762,465,4632
1629637,241,47,4052.0,680,1093,30,104,418,581,343,620,168,104,167,177,484,1808
1629638,183,27,3234.0,515,1270,227,656,161,229,67,322,372,110,65,203,279,1418
1629639,242,100,7629.0,1565,3561,601,1571,541,618,100,1081,848,164,50,520,343,4272
1629640,224,205,6724.0,1365,2918,366,1009,602,801,239,1005,477,158,51,317,443,3698
1629642,192,34,3276.0,422,936,151,451,166,229,148,465,149,63,83,109,271,1161
1629643,142,47,3400.0,394,1021,193,598,101,126,115,509,256,164,75,112,183,1082
1629645,196,146,5929.0,1068,2480,399,1117,473,652,161,681,987,216,61,564,508,3008
1629646,58,2,676.0,117,182,3,12,31,49,97,158,55,21,50,49,106,268
1629650,112,8,933.0,186,300,0,0,109,216,153,260,9,15,44,50,131,481
